indice,posicao_angular_ideal
279,0
280,0
281,0
282,0
283,0
284,0
285,0
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,0
296,0
297,0
298,0
299,0
300,0
301,0
302,0
303,0
304,0
305,0
306,0
307,0
308,0
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,0
319,0
320,0
321,0
322,0
323,0
324,0
325,0
326,0
327,0
328,0
329,0
330,0
331,0
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,0
344,0
345,0
346,0
347,0
348,0
349,0
350,0
351,0
352,0
353,0
354,0
355,0
356,0
357,0
358,0
359,0
360,0
361,0
362,0
363,0
364,0
365,0
366,0
367,0
368,0
369,0
370,0
371,0
372,0
373,0
374,0
375,0
376,0
377,0
378,0
379,0
380,0
381,0
382,0
383,0
384,0
385,0
386,0
387,0
388,0
389,0
390,0
391,0
392,0
393,0
394,0
395,0
396,0
397,0
398,0
399,0
400,0
401,0
402,0
403,0
404,0
405,0
406,0
407,0
408,0
409,0
410,0
411,0
412,0
413,0
414,0
415,0
416,0
417,0
418,0
419,0
420,0
421,-0.7
422,-0.7
423,-0.7
424,-0.7
425,-0.7
426,-0.7
427,-0.7
428,-0.7
429,-0.7
430,-0.7
431,-0.7
432,-0.7
433,-0.7
434,-0.7
435,-0.7
436,-0.7
437,-0.7
438,-0.7
439,-0.7
440,-0.7
441,-0.7
442,-0.7
443,-0.7
444,-0.7
445,-0.7
446,-0.7
447,-0.7
448,-0.7
449,-0.7
450,-0.7
451,-0.7
452,-0.7
453,-0.7
454,-0.7
455,-0.7
456,-0.7
457,-0.7
458,-0.7
459,-0.7
460,-0.7
461,-0.7
462,-0.7
463,-0.7
464,-0.7
465,-0.7
466,-0.7
467,-0.7
468,-0.7
469,-0.7
470,-0.7
471,-0.7
472,-0.7
473,-0.7
474,-0.7
475,-0.7
476,-0.7
477,-0.7
478,-0.7
479,-0.7
480,-0.7
481,-0.7
482,-0.7
483,-0.7
484,-0.7
485,-0.7
486,-0.7
487,-0.7
488,-0.7
489,-0.7
490,-0.7
491,-0.7
492,-0.7
493,-0.7
494,-0.7
495,-0.7
496,-0.7
497,-0.7
498,-0.7
499,-0.7
500,-0.7
501,-0.699270833333333
502,-0.698541666666667
503,-0.6978125
504,-0.697083333333333
505,-0.696354166666667
506,-0.695625
507,-0.694895833333333
508,-0.694166666666667
509,-0.6934375
510,-0.692708333333333
511,-0.691979166666667
512,-0.69125
513,-0.690520833333333
514,-0.689791666666667
515,-0.6890625
516,-0.688333333333333
517,-0.687604166666667
518,-0.686875
519,-0.686145833333333
520,-0.685416666666667
521,-0.6846875
522,-0.683958333333333
523,-0.683229166666667
524,-0.6825
525,-0.681770833333333
526,-0.681041666666667
527,-0.6803125
528,-0.679583333333333
529,-0.678854166666667
530,-0.678125
531,-0.677395833333333
532,-0.676666666666667
533,-0.6759375
534,-0.675208333333333
535,-0.674479166666667
536,-0.67375
537,-0.673020833333333
538,-0.672291666666667
539,-0.6715625
540,-0.670833333333333
541,-0.670104166666667
542,-0.669375
543,-0.668645833333333
544,-0.667916666666667
545,-0.6671875
546,-0.666458333333333
547,-0.665729166666667
548,-0.665
549,-0.664270833333333
550,-0.663541666666667
551,-0.6628125
552,-0.662083333333333
553,-0.661354166666667
554,-0.660625
555,-0.659895833333333
556,-0.659166666666667
557,-0.6584375
558,-0.657708333333333
559,-0.656979166666667
560,-0.65625
561,-0.655520833333333
562,-0.654791666666667
563,-0.6540625
564,-0.653333333333333
565,-0.652604166666667
566,-0.651875
567,-0.651145833333333
568,-0.650416666666667
569,-0.6496875
570,-0.648958333333333
571,-0.648229166666667
572,-0.6475
573,-0.646770833333333
574,-0.646041666666667
575,-0.6453125
576,-0.644583333333333
577,-0.643854166666667
578,-0.643125
579,-0.642395833333333
580,-0.641666666666667
581,-0.6409375
582,-0.640208333333333
583,-0.639479166666667
584,-0.63875
585,-0.638020833333333
586,-0.637291666666667
587,-0.6365625
588,-0.635833333333333
589,-0.635104166666667
590,-0.634375
591,-0.633645833333333
592,-0.632916666666667
593,-0.6321875
594,-0.631458333333333
595,-0.630729166666667
596,-0.63
597,-0.629270833333333
598,-0.628541666666667
599,-0.6278125
600,-0.627083333333333
601,-0.626354166666667
602,-0.625625
603,-0.624895833333333
604,-0.624166666666667
605,-0.6234375
606,-0.622708333333333
607,-0.621979166666667
608,-0.62125
609,-0.620520833333333
610,-0.619791666666667
611,-0.6190625
612,-0.618333333333333
613,-0.617604166666667
614,-0.616875
615,-0.616145833333333
616,-0.615416666666667
617,-0.6146875
618,-0.613958333333333
619,-0.613229166666667
620,-0.6125
621,-0.611770833333333
622,-0.611041666666667
623,-0.6103125
624,-0.609583333333333
625,-0.608854166666667
626,-0.608125
627,-0.607395833333333
628,-0.606666666666667
629,-0.6059375
630,-0.605208333333333
631,-0.604479166666667
632,-0.60375
633,-0.603020833333333
634,-0.602291666666667
635,-0.6015625
636,-0.600833333333333
637,-0.600104166666667
638,-0.599375
639,-0.598645833333333
640,-0.597916666666667
641,-0.5971875
642,-0.596458333333333
643,-0.595729166666667
644,-0.595
645,-0.594270833333333
646,-0.593541666666667
647,-0.5928125
648,-0.592083333333333
649,-0.591354166666667
650,-0.590625
651,-0.589895833333333
652,-0.589166666666667
653,-0.5884375
654,-0.587708333333333
655,-0.586979166666667
656,-0.58625
657,-0.585520833333333
658,-0.584791666666667
659,-0.5840625
660,-0.583333333333333
661,-0.582604166666667
662,-0.581875
663,-0.581145833333333
664,-0.580416666666667
665,-0.5796875
666,-0.578958333333333
667,-0.578229166666667
668,-0.5775
669,-0.576770833333333
670,-0.576041666666667
671,-0.5753125
672,-0.574583333333333
673,-0.573854166666667
674,-0.573125
675,-0.572395833333333
676,-0.571666666666667
677,-0.5709375
678,-0.570208333333333
679,-0.569479166666667
680,-0.56875
681,-0.568020833333333
682,-0.567291666666667
683,-0.5665625
684,-0.565833333333333
685,-0.565104166666667
686,-0.564375
687,-0.563645833333333
688,-0.562916666666667
689,-0.5621875
690,-0.561458333333333
691,-0.560729166666667
692,-0.56
693,-0.559270833333333
694,-0.558541666666667
695,-0.5578125
696,-0.557083333333333
697,-0.556354166666667
698,-0.555625
699,-0.554895833333333
700,-0.554166666666667
701,-0.5534375
702,-0.552708333333333
703,-0.551979166666667
704,-0.55125
705,-0.550520833333333
706,-0.549791666666667
707,-0.5490625
708,-0.548333333333333
709,-0.547604166666667
710,-0.546875
711,-0.546145833333333
712,-0.545416666666667
713,-0.5446875
714,-0.543958333333333
715,-0.543229166666667
716,-0.5425
717,-0.541770833333333
718,-0.541041666666667
719,-0.5403125
720,-0.539583333333333
721,-0.538854166666667
722,-0.538125
723,-0.537395833333333
724,-0.536666666666667
725,-0.5359375
726,-0.535208333333333
727,-0.534479166666667
728,-0.53375
729,-0.533020833333333
730,-0.532291666666667
731,-0.5315625
732,-0.530833333333333
733,-0.530104166666667
734,-0.529375
735,-0.528645833333333
736,-0.527916666666667
737,-0.5271875
738,-0.526458333333333
739,-0.525729166666667
740,-0.525
741,-0.524270833333333
742,-0.523541666666667
743,-0.5228125
744,-0.522083333333333
745,-0.521354166666667
746,-0.520625
747,-0.519895833333333
748,-0.519166666666667
749,-0.5184375
750,-0.517708333333333
751,-0.516979166666667
752,-0.51625
753,-0.515520833333333
754,-0.514791666666667
755,-0.5140625
756,-0.513333333333333
757,-0.512604166666667
758,-0.511875
759,-0.511145833333333
760,-0.510416666666667
761,-0.5096875
762,-0.508958333333333
763,-0.508229166666667
764,-0.5075
765,-0.506770833333333
766,-0.506041666666667
767,-0.5053125
768,-0.504583333333333
769,-0.503854166666667
770,-0.503125
771,-0.502395833333333
772,-0.501666666666667
773,-0.5009375
774,-0.500208333333333
775,-0.499479166666667
776,-0.49875
777,-0.498020833333333
778,-0.497291666666667
779,-0.4965625
780,-0.495833333333333
781,-0.495104166666667
782,-0.494375
783,-0.493645833333333
784,-0.492916666666667
785,-0.4921875
786,-0.491458333333333
787,-0.490729166666667
788,-0.49
789,-0.489270833333333
790,-0.488541666666667
791,-0.4878125
792,-0.487083333333333
793,-0.486354166666667
794,-0.485625
795,-0.484895833333333
796,-0.484166666666667
797,-0.4834375
798,-0.482708333333333
799,-0.481979166666667
800,-0.48125
801,-0.480520833333333
802,-0.479791666666667
803,-0.4790625
804,-0.478333333333333
805,-0.477604166666667
806,-0.476875
807,-0.476145833333333
808,-0.475416666666667
809,-0.4746875
810,-0.473958333333333
811,-0.473229166666667
812,-0.4725
813,-0.471770833333333
814,-0.471041666666667
815,-0.4703125
816,-0.469583333333333
817,-0.468854166666667
818,-0.468125
819,-0.467395833333333
820,-0.466666666666667
821,-0.4659375
822,-0.465208333333333
823,-0.464479166666667
824,-0.46375
825,-0.463020833333333
826,-0.462291666666667
827,-0.4615625
828,-0.460833333333333
829,-0.460104166666667
830,-0.459375
831,-0.458645833333333
832,-0.457916666666667
833,-0.4571875
834,-0.456458333333333
835,-0.455729166666667
836,-0.455
837,-0.454270833333333
838,-0.453541666666667
839,-0.4528125
840,-0.452083333333333
841,-0.451354166666667
842,-0.450625
843,-0.449895833333333
844,-0.449166666666667
845,-0.4484375
846,-0.447708333333333
847,-0.446979166666667
848,-0.44625
849,-0.445520833333333
850,-0.444791666666667
851,-0.4440625
852,-0.443333333333333
853,-0.442604166666667
854,-0.441875
855,-0.441145833333333
856,-0.440416666666667
857,-0.4396875
858,-0.438958333333333
859,-0.438229166666667
860,-0.4375
861,-0.436770833333333
862,-0.436041666666667
863,-0.4353125
864,-0.434583333333333
865,-0.433854166666667
866,-0.433125
867,-0.432395833333333
868,-0.431666666666667
869,-0.4309375
870,-0.430208333333333
871,-0.429479166666667
872,-0.42875
873,-0.428020833333333
874,-0.427291666666667
875,-0.4265625
876,-0.425833333333333
877,-0.425104166666667
878,-0.424375
879,-0.423645833333333
880,-0.422916666666667
881,-0.4221875
882,-0.421458333333333
883,-0.420729166666667
884,-0.42
885,-0.419270833333333
886,-0.418541666666667
887,-0.4178125
888,-0.417083333333333
889,-0.416354166666667
890,-0.415625
891,-0.414895833333333
892,-0.414166666666667
893,-0.4134375
894,-0.412708333333333
895,-0.411979166666667
896,-0.41125
897,-0.410520833333333
898,-0.409791666666667
899,-0.4090625
900,-0.408333333333333
901,-0.407604166666667
902,-0.406875
903,-0.406145833333333
904,-0.405416666666667
905,-0.4046875
906,-0.403958333333333
907,-0.403229166666667
908,-0.4025
909,-0.401770833333333
910,-0.401041666666667
911,-0.4003125
912,-0.399583333333333
913,-0.398854166666667
914,-0.398125
915,-0.397395833333333
916,-0.396666666666667
917,-0.3959375
918,-0.395208333333333
919,-0.394479166666667
920,-0.39375
921,-0.393020833333333
922,-0.392291666666667
923,-0.3915625
924,-0.390833333333333
925,-0.390104166666667
926,-0.389375
927,-0.388645833333333
928,-0.387916666666667
929,-0.3871875
930,-0.386458333333333
931,-0.385729166666667
932,-0.385
933,-0.384270833333333
934,-0.383541666666667
935,-0.3828125
936,-0.382083333333333
937,-0.381354166666667
938,-0.380625
939,-0.379895833333333
940,-0.379166666666667
941,-0.3784375
942,-0.377708333333333
943,-0.376979166666667
944,-0.37625
945,-0.375520833333333
946,-0.374791666666667
947,-0.3740625
948,-0.373333333333333
949,-0.372604166666667
950,-0.371875
951,-0.371145833333333
952,-0.370416666666667
953,-0.3696875
954,-0.368958333333333
955,-0.368229166666667
956,-0.3675
957,-0.366770833333333
958,-0.366041666666667
959,-0.3653125
960,-0.364583333333333
961,-0.363854166666667
962,-0.363125
963,-0.362395833333333
964,-0.361666666666667
965,-0.3609375
966,-0.360208333333333
967,-0.359479166666667
968,-0.35875
969,-0.358020833333333
970,-0.357291666666667
971,-0.3565625
972,-0.355833333333333
973,-0.355104166666667
974,-0.354375
975,-0.353645833333333
976,-0.352916666666667
977,-0.3521875
978,-0.351458333333333
979,-0.350729166666667
980,0
981,0
982,0
983,0
984,0
985,0
986,0
987,0
988,0
989,0
990,0
991,0
992,0
993,0
994,0
995,0
996,0
997,0
998,0
999,0
1000,0
1001,0
1002,0
1003,0
1004,0
1005,0
1006,0
1007,0
1008,0
1009,0
1010,0
1011,0
1012,0
1013,0
1014,0
1015,0
1016,0
1017,0
1018,0
1019,0
1020,0
1021,0
1022,0
1023,0
1024,0
1025,0
1026,0
1027,0
1028,0
1029,0
1030,0
1031,0
1032,0
1033,0
1034,0
1035,0
1036,0
1037,0
1038,0
1039,0
1040,0
1041,0
1042,0
1043,0
1044,0
1045,0
1046,0
1047,0
1048,0
1049,0
1050,0
1051,0
1052,0
1053,0
1054,0
1055,0
1056,0
1057,0
1058,0
1059,0
1060,0
1061,0
1062,0
1063,0
1064,0
1065,0
1066,0
1067,0
1068,0
1069,0
1070,0
1071,0
1072,0
1073,0
1074,0
1075,0
1076,0
1077,0
1078,0
1079,0
1080,0
1081,0
1082,0
1083,0
1084,0
1085,0
1086,0
1087,0
1088,0
1089,0
1090,0
1091,0
1092,0
1093,0
1094,0
1095,0
1096,0
1097,0
1098,0
1099,0
1100,0
1101,0
1102,0
1103,0
1104,0
1105,0
1106,0
1107,0
1108,0
1109,0
1110,0
1111,0
1112,0
1113,0
1114,0
1115,0
1116,0
1117,0
1118,0
1119,0
1120,0
1121,0
1122,0
1123,0
1124,0
1125,0
1126,0
1127,0
1128,0
1129,0
1130,0
1131,0
1132,0
1133,0
1134,0
1135,0
1136,0
1137,0
1138,0
1139,0
1140,0
1141,0
1142,0
1143,0
1144,0
1145,0
1146,0
1147,0
1148,0
1149,0
1150,0
1151,0
1152,0
1153,0
1154,0
1155,0
1156,0
1157,0
1158,0
1159,0
1160,0
1161,0
1162,0
1163,0
1164,0
1165,0
1166,0
1167,0
1168,0
1169,0
1170,0
1171,0
1172,0
1173,0
1174,0
1175,0
1176,0
1177,0
1178,0
1179,0
1180,0
1181,0
1182,0
1183,0
1184,0
1185,0
1186,0
1187,0
1188,0
1189,0
1190,0
1191,0
1192,0
1193,0
1194,0
1195,0
1196,0
1197,0
1198,0
1199,0
1200,0
1201,0
1202,0
1203,0
1204,0
1205,0
1206,0
1207,0
1208,0
1209,0
1210,0
1211,0
1212,0
1213,0
1214,0
1215,0
1216,0
1217,0
1218,0
1219,0
1220,0
1221,0
1222,0
1223,0
1224,0
1225,0
1226,0
1227,0
1228,0
1229,0
1230,0
1231,0
1232,0
1233,0
1234,0
1235,0
1236,0
1237,0
1238,0
1239,0
1240,0
1241,0
1242,0
1243,0
1244,0
1245,0
1246,0
1247,0
1248,0
1249,0
1250,0
1251,0
1252,0
1253,0
1254,0
1255,0
1256,0
1257,0
1258,0
1259,0
1260,0
1261,0
1262,0
1263,0
1264,0
1265,0
1266,0
1267,0
1268,0
1269,0
1270,0
1271,0
1272,0
1273,0
1274,0
1275,0
1276,0
1277,0
1278,0
1279,0
1280,0
1281,0
1282,0
1283,0
1284,0
1285,0
1286,0
1287,0
1288,0
1289,0
1290,0
1291,0
1292,0
1293,0
1294,0
1295,0
1296,0
1297,0
1298,0
1299,0
1300,0
1301,0
1302,0
1303,0
1304,0
1305,0
1306,0
1307,0
1308,0
1309,0
1310,0
1311,0
1312,0
1313,0
1314,0
1315,0
1316,0
1317,0
1318,0
1319,0
1320,0
1321,0
1322,0
1323,0
1324,0
1325,0
1326,0
1327,0
1328,0
1329,0
1330,0
1331,0
1332,0
1333,0
1334,0
1335,0
1336,0
1337,0
1338,0
1339,0
1340,0
1341,0
1342,0
1343,0
1344,0
1345,0
1346,0
1347,0
1348,0
1349,0
1350,0
1351,0
1352,0
1353,0
1354,0
1355,0
1356,0
1357,0
1358,0
1359,0
1360,0
1361,0
1362,0
1363,0
1364,0
1365,0
1366,0
1367,0
1368,0
1369,0
1370,0
1371,0
1372,0
1373,0
1374,0
1375,0
1376,0
1377,0
1378,0
1379,0
1380,0
1381,0
1382,0
1383,0
1384,0
1385,0
1386,0
1387,0
1388,0
1389,0
1390,0
1391,0
1392,0
1393,0
1394,0
1395,0
1396,0
1397,0
1398,0
1399,0
1400,0
1401,0
1402,0
1403,0
1404,0
1405,0
1406,0
1407,0
1408,0
1409,0
1410,0
1411,0
1412,0
1413,0
1414,0
1415,0
1416,0
1417,0
1418,0
1419,0
1420,0
1421,0
1422,0
1423,0
1424,0
1425,0
1426,0
1427,0
1428,0
1429,0
1430,0
1431,0
1432,0
1433,0
1434,0
1435,0
1436,0
1437,0
1438,0
1439,0
1440,0.35
1441,0.35
1442,0.35
1443,0.35
1444,0.35
1445,0.35
1446,0.35
1447,0.35
1448,0.35
1449,0.35
1450,0.35
1451,0.35
1452,0.35
1453,0.35
1454,0.35
1455,0.35
1456,0.35
1457,0.35
1458,0.35
1459,0.35
1460,0.35
1461,0.35
1462,0.35
1463,0.35
1464,0.35
1465,0.35
1466,0.35
1467,0.35
1468,0.35
1469,0.35
1470,0.35
1471,0.35
1472,0.35
1473,0.35
1474,0.35
1475,0.35
1476,0.35
1477,0.35
1478,0.35
1479,0.35
1480,0.35
1481,0.35
1482,0.35
1483,0.35
1484,0.35
1485,0.35
1486,0.35
1487,0.35
1488,0.35
1489,0.35
1490,0.35
1491,0.35
1492,0.35
1493,0.35
1494,0.35
1495,0.35
1496,0.35
1497,0.35
1498,0.35
1499,0.35
1500,0.35
1501,0.35
1502,0.35
1503,0.35
1504,0.35
1505,0.35
1506,0.35
1507,0.35
1508,0.35
1509,0.35
1510,0.35
1511,0.35
1512,0.35
1513,0.35
1514,0.35
1515,0.35
1516,0.35
1517,0.35
1518,0.35
1519,0.35
1520,0.35
1521,0.350716981132075
1522,0.351433962264151
1523,0.352150943396226
1524,0.352867924528302
1525,0.353584905660377
1526,0.354301886792453
1527,0.355018867924528
1528,0.355735849056604
1529,0.356452830188679
1530,0.357169811320755
1531,0.35788679245283
1532,0.358603773584906
1533,0.359320754716981
1534,0.360037735849057
1535,0.360754716981132
1536,0.361471698113208
1537,0.362188679245283
1538,0.362905660377358
1539,0.363622641509434
1540,0.364339622641509
1541,0.365056603773585
1542,0.36577358490566
1543,0.366490566037736
1544,0.367207547169811
1545,0.367924528301887
1546,0.368641509433962
1547,0.369358490566038
1548,0.370075471698113
1549,0.370792452830189
1550,0.371509433962264
1551,0.37222641509434
1552,0.372943396226415
1553,0.373660377358491
1554,0.374377358490566
1555,0.375094339622641
1556,0.375811320754717
1557,0.376528301886792
1558,0.377245283018868
1559,0.377962264150943
1560,0.378679245283019
1561,0.379396226415094
1562,0.38011320754717
1563,0.380830188679245
1564,0.381547169811321
1565,0.382264150943396
1566,0.382981132075472
1567,0.383698113207547
1568,0.384415094339623
1569,0.385132075471698
1570,0.385849056603774
1571,0.386566037735849
1572,0.387283018867924
1573,0.388
1574,0.388716981132075
1575,0.389433962264151
1576,0.390150943396226
1577,0.390867924528302
1578,0.391584905660377
1579,0.392301886792453
1580,0.393018867924528
1581,0.393735849056604
1582,0.394452830188679
1583,0.395169811320755
1584,0.39588679245283
1585,0.396603773584906
1586,0.397320754716981
1587,0.398037735849057
1588,0.398754716981132
1589,0.399471698113208
1590,0.400188679245283
1591,0.400905660377358
1592,0.401622641509434
1593,0.402339622641509
1594,0.403056603773585
1595,0.40377358490566
1596,0.404490566037736
1597,0.405207547169811
1598,0.405924528301887
1599,0.406641509433962
1600,0.407358490566038
1601,0.408075471698113
1602,0.408792452830189
1603,0.409509433962264
1604,0.41022641509434
1605,0.410943396226415
1606,0.411660377358491
1607,0.412377358490566
1608,0.413094339622641
1609,0.413811320754717
1610,0.414528301886792
1611,0.415245283018868
1612,0.415962264150943
1613,0.416679245283019
1614,0.417396226415094
1615,0.41811320754717
1616,0.418830188679245
1617,0.419547169811321
1618,0.420264150943396
1619,0.420981132075472
1620,0.421698113207547
1621,0.422415094339623
1622,0.423132075471698
1623,0.423849056603774
1624,0.424566037735849
1625,0.425283018867925
1626,0.426
1627,0.426716981132075
1628,0.427433962264151
1629,0.428150943396226
1630,0.428867924528302
1631,0.429584905660377
1632,0.430301886792453
1633,0.431018867924528
1634,0.431735849056604
1635,0.432452830188679
1636,0.433169811320755
1637,0.43388679245283
1638,0.434603773584906
1639,0.435320754716981
1640,0.436037735849057
1641,0.436754716981132
1642,0.437471698113208
1643,0.438188679245283
1644,0.438905660377358
1645,0.439622641509434
1646,0.440339622641509
1647,0.441056603773585
1648,0.44177358490566
1649,0.442490566037736
1650,0.443207547169811
1651,0.443924528301887
1652,0.444641509433962
1653,0.445358490566038
1654,0.446075471698113
1655,0.446792452830189
1656,0.447509433962264
1657,0.44822641509434
1658,0.448943396226415
1659,0.449660377358491
1660,0.450377358490566
1661,0.451094339622642
1662,0.451811320754717
1663,0.452528301886792
1664,0.453245283018868
1665,0.453962264150943
1666,0.454679245283019
1667,0.455396226415094
1668,0.45611320754717
1669,0.456830188679245
1670,0.457547169811321
1671,0.458264150943396
1672,0.458981132075472
1673,0.459698113207547
1674,0.460415094339623
1675,0.461132075471698
1676,0.461849056603774
1677,0.462566037735849
1678,0.463283018867925
1679,0.464
1680,0.464716981132075
1681,0.465433962264151
1682,0.466150943396226
1683,0.466867924528302
1684,0.467584905660377
1685,0.468301886792453
1686,0.469018867924528
1687,0.469735849056604
1688,0.470452830188679
1689,0.471169811320755
1690,0.47188679245283
1691,0.472603773584906
1692,0.473320754716981
1693,0.474037735849057
1694,0.474754716981132
1695,0.475471698113208
1696,0.476188679245283
1697,0.476905660377358
1698,0.477622641509434
1699,0.478339622641509
1700,0.479056603773585
1701,0.47977358490566
1702,0.480490566037736
1703,0.481207547169811
1704,0.481924528301887
1705,0.482641509433962
1706,0.483358490566038
1707,0.484075471698113
1708,0.484792452830189
1709,0.485509433962264
1710,0.48622641509434
1711,0.486943396226415
1712,0.487660377358491
1713,0.488377358490566
1714,0.489094339622641
1715,0.489811320754717
1716,0.490528301886792
1717,0.491245283018868
1718,0.491962264150943
1719,0.492679245283019
1720,0.493396226415094
1721,0.49411320754717
1722,0.494830188679245
1723,0.495547169811321
1724,0.496264150943396
1725,0.496981132075472
1726,0.497698113207547
1727,0.498415094339623
1728,0.499132075471698
1729,0.499849056603774
1730,0.500566037735849
1731,0.501283018867924
1732,0.502
1733,0.502716981132075
1734,0.503433962264151
1735,0.504150943396226
1736,0.504867924528302
1737,0.505584905660377
1738,0.506301886792453
1739,0.507018867924528
1740,0.507735849056604
1741,0.508452830188679
1742,0.509169811320755
1743,0.50988679245283
1744,0.510603773584906
1745,0.511320754716981
1746,0.512037735849057
1747,0.512754716981132
1748,0.513471698113207
1749,0.514188679245283
1750,0.514905660377359
1751,0.515622641509434
1752,0.516339622641509
1753,0.517056603773585
1754,0.51777358490566
1755,0.518490566037736
1756,0.519207547169811
1757,0.519924528301887
1758,0.520641509433962
1759,0.521358490566038
1760,0.522075471698113
1761,0.522792452830189
1762,0.523509433962264
1763,0.52422641509434
1764,0.524943396226415
1765,0.52566037735849
1766,0.526377358490566
1767,0.527094339622642
1768,0.527811320754717
1769,0.528528301886792
1770,0.529245283018868
1771,0.529962264150943
1772,0.530679245283019
1773,0.531396226415094
1774,0.53211320754717
1775,0.532830188679245
1776,0.533547169811321
1777,0.534264150943396
1778,0.534981132075472
1779,0.535698113207547
1780,0.536415094339623
1781,0.537132075471698
1782,0.537849056603774
1783,0.538566037735849
1784,0.539283018867925
1785,0.54
1786,0.540716981132075
1787,0.541433962264151
1788,0.542150943396226
1789,0.542867924528302
1790,0.543584905660377
1791,0.544301886792453
1792,0.545018867924528
1793,0.545735849056604
1794,0.546452830188679
1795,0.547169811320755
1796,0.54788679245283
1797,0.548603773584906
1798,0.549320754716981
1799,0.550037735849057
1800,0.550754716981132
1801,0.551471698113208
1802,0.552188679245283
1803,0.552905660377358
1804,0.553622641509434
1805,0.554339622641509
1806,0.555056603773585
1807,0.55577358490566
1808,0.556490566037736
1809,0.557207547169811
1810,0.557924528301887
1811,0.558641509433962
1812,0.559358490566038
1813,0.560075471698113
1814,0.560792452830189
1815,0.561509433962264
1816,0.56222641509434
1817,0.562943396226415
1818,0.563660377358491
1819,0.564377358490566
1820,0.565094339622642
1821,0.565811320754717
1822,0.566528301886792
1823,0.567245283018868
1824,0.567962264150943
1825,0.568679245283019
1826,0.569396226415094
1827,0.57011320754717
1828,0.570830188679245
1829,0.571547169811321
1830,0.572264150943396
1831,0.572981132075472
1832,0.573698113207547
1833,0.574415094339623
1834,0.575132075471698
1835,0.575849056603774
1836,0.576566037735849
1837,0.577283018867925
1838,0.578
1839,0.578716981132075
1840,0.579433962264151
1841,0.580150943396226
1842,0.580867924528302
1843,0.581584905660377
1844,0.582301886792453
1845,0.583018867924528
1846,0.583735849056604
1847,0.584452830188679
1848,0.585169811320755
1849,0.58588679245283
1850,0.586603773584906
1851,0.587320754716981
1852,0.588037735849057
1853,0.588754716981132
1854,0.589471698113208
1855,0.590188679245283
1856,0.590905660377358
1857,0.591622641509434
1858,0.592339622641509
1859,0.593056603773585
1860,0.59377358490566
1861,0.594490566037736
1862,0.595207547169811
1863,0.595924528301887
1864,0.596641509433962
1865,0.597358490566038
1866,0.598075471698113
1867,0.598792452830189
1868,0.599509433962264
1869,0.60022641509434
1870,0.600943396226415
1871,0.601660377358491
1872,0.602377358490566
1873,0.603094339622642
1874,0.603811320754717
1875,0.604528301886792
1876,0.605245283018868
1877,0.605962264150943
1878,0.606679245283019
1879,0.607396226415094
1880,0.60811320754717
1881,0.608830188679245
1882,0.609547169811321
1883,0.610264150943396
1884,0.610981132075472
1885,0.611698113207547
1886,0.612415094339623
1887,0.613132075471698
